SampleID,Normalization,Panel,Plate,Adj_factor,UniProt,OlinkID,Donor,Celltype,Stimulation,CD56status,Celltype_CD56status,Assay,LOD,NPX
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CDCP1,-3.15745,-4.11393
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D1,NK,control,NA,NK,CDCP1,-3.15745,-3.48569
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CDCP1,-3.15745,-3.83015
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D3,MAIT,control,CD56neg,CD56- MAIT,CDCP1,-3.15745,-3.47049
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D2,NK,control,NA,NK,CDCP1,-3.15745,-3.32407
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D1,MAIT,control,CD56neg,CD56- MAIT,CDCP1,-3.15745,-3.32584
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D2,CD8T,PMA + Ionomycin,NA,CD8T,CDCP1,-3.15745,-3.49912
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D1,NK,IL-12 + IL-18,NA,NK,CDCP1,-3.15745,-3.92192
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CDCP1,-3.15745,-3.128
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D1,CD8T,PMA + Ionomycin,NA,CD8T,CDCP1,-3.15745,-3.78046
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D2,MAIT,control,CD56neg,CD56- MAIT,CDCP1,-3.15745,-3.27871
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CDCP1,-3.15745,-3.31748
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9H5V8,OID00476,D3,NK,control,NA,NK,CDCP1,-3.15745,-3.79631
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD244,-0.92453,-0.68252
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,NK,IL-12 + IL-18,NA,NK,CD244,-0.92453,0.9098
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CD244,-0.92453,-0.39275
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD244,-0.92453,-0.36238
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,MAIT,control,CD56pos,CD56+ MAIT,CD244,-0.92453,0.04293
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD244,-0.92453,0.26836
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD244,-0.92453,0.15706
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,CD8T,PMA + Ionomycin,NA,CD8T,CD244,-0.92453,-0.29423
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,MAIT,control,CD56pos,CD56+ MAIT,CD244,-0.92453,0.16336
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD244,-0.92453,1.40587
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CD244,-0.92453,-0.12282
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD244,-0.92453,-0.27064
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,NK,IL-12 + IL-18,NA,NK,CD244,-0.92453,0.4723
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,MAIT,control,CD56pos,CD56+ MAIT,CD244,-0.92453,0.27177
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD244,-0.92453,0.18959
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,NK,control,NA,NK,CD244,-0.92453,0.52892
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CD244,-0.92453,-0.42298
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,MAIT,control,CD56neg,CD56- MAIT,CD244,-0.92453,-0.38609
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,NK,control,NA,NK,CD244,-0.92453,0.5693
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,MAIT,control,CD56neg,CD56- MAIT,CD244,-0.92453,0.0522
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,CD8T,PMA + Ionomycin,NA,CD8T,CD244,-0.92453,-0.27089
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,NK,IL-12 + IL-18,NA,NK,CD244,-0.92453,0.84355
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD244,-0.92453,0.10823
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D1,CD8T,PMA + Ionomycin,NA,CD8T,CD244,-0.92453,0.73971
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D2,MAIT,control,CD56neg,CD56- MAIT,CD244,-0.92453,0.2895
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD244,-0.92453,0.18249
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9BZW8,OID00477,D3,NK,control,NA,NK,CD244,-0.92453,0.84402
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-7,-2.5708,-3.37748
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,NK,IL-12 + IL-18,NA,NK,IL-7,-2.5708,-2.89419
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-7,-2.5708,-3.09764
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-7,-2.5708,-3.08324
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,MAIT,control,CD56pos,CD56+ MAIT,IL-7,-2.5708,-3.12623
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-7,-2.5708,-2.82336
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-7,-2.5708,-3.2099
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,CD8T,PMA + Ionomycin,NA,CD8T,IL-7,-2.5708,-3.29983
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,MAIT,control,CD56pos,CD56+ MAIT,IL-7,-2.5708,-3.40155
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-7,-2.5708,-3.1544
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-7,-2.5708,-3.13057
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-7,-2.5708,-2.88644
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,NK,IL-12 + IL-18,NA,NK,IL-7,-2.5708,-3.13268
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,MAIT,control,CD56pos,CD56+ MAIT,IL-7,-2.5708,-2.96482
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-7,-2.5708,-3.17585
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,NK,control,NA,NK,IL-7,-2.5708,-3.02879
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-7,-2.5708,-3.35301
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,MAIT,control,CD56neg,CD56- MAIT,IL-7,-2.5708,-2.78554
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,NK,control,NA,NK,IL-7,-2.5708,-2.85449
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,MAIT,control,CD56neg,CD56- MAIT,IL-7,-2.5708,-2.98156
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,CD8T,PMA + Ionomycin,NA,CD8T,IL-7,-2.5708,-3.0712
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,NK,IL-12 + IL-18,NA,NK,IL-7,-2.5708,-2.95664
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-7,-2.5708,-2.92974
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D1,CD8T,PMA + Ionomycin,NA,CD8T,IL-7,-2.5708,-3.20667
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D2,MAIT,control,CD56neg,CD56- MAIT,IL-7,-2.5708,-3.08281
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-7,-2.5708,-2.83132
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P13232,OID00478,D3,NK,control,NA,NK,IL-7,-2.5708,-3.19492
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,OPG,-2.65444,-3.46553
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,NK,IL-12 + IL-18,NA,NK,OPG,-2.65444,-2.72379
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,OPG,-2.65444,-3.44408
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,OPG,-2.65444,-3.22573
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,MAIT,control,CD56pos,CD56+ MAIT,OPG,-2.65444,-3.34435
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,OPG,-2.65444,-2.71382
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,OPG,-2.65444,-3.17718
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,CD8T,PMA + Ionomycin,NA,CD8T,OPG,-2.65444,-3.29268
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,MAIT,control,CD56pos,CD56+ MAIT,OPG,-2.65444,-3.93353
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,OPG,-2.65444,-3.46463
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,OPG,-2.65444,-3.33335
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,OPG,-2.65444,-2.95911
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,NK,IL-12 + IL-18,NA,NK,OPG,-2.65444,-1.68867
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,MAIT,control,CD56pos,CD56+ MAIT,OPG,-2.65444,-3.20388
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,OPG,-2.65444,-2.92427
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,NK,control,NA,NK,OPG,-2.65444,-3.0038
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,OPG,-2.65444,-3.31941
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,MAIT,control,CD56neg,CD56- MAIT,OPG,-2.65444,-2.87233
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,NK,control,NA,NK,OPG,-2.65444,-2.93534
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,MAIT,control,CD56neg,CD56- MAIT,OPG,-2.65444,-3.07432
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,CD8T,PMA + Ionomycin,NA,CD8T,OPG,-2.65444,-3.39904
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,NK,IL-12 + IL-18,NA,NK,OPG,-2.65444,-2.09822
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,OPG,-2.65444,-3.16043
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D1,CD8T,PMA + Ionomycin,NA,CD8T,OPG,-2.65444,-3.21962
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D2,MAIT,control,CD56neg,CD56- MAIT,OPG,-2.65444,-2.88687
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,OPG,-2.65444,-2.86785
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,O00300,OID00479,D3,NK,control,NA,NK,OPG,-2.65444,-3.10197
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,-0.59123
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,NK,IL-12 + IL-18,NA,NK,LAP TGFb1,-0.79588,-0.82301
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,-0.52391
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,-0.51152
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,MAIT,control,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,-0.71212
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,-0.60747
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,-0.51362
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,CD8T,PMA + Ionomycin,NA,CD8T,LAP TGFb1,-0.79588,-0.99908
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,MAIT,control,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,-0.64375
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,0.31068
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,-0.55539
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,0.72884
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,NK,IL-12 + IL-18,NA,NK,LAP TGFb1,-0.79588,-1.08958
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,MAIT,control,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,-0.33658
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,-0.47662
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,NK,control,NA,NK,LAP TGFb1,-0.79588,-0.69021
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,-0.90766
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,MAIT,control,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,-0.61908
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,NK,control,NA,NK,LAP TGFb1,-0.79588,-0.86554
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,MAIT,control,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,-0.57803
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,CD8T,PMA + Ionomycin,NA,CD8T,LAP TGFb1,-0.79588,-0.55708
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,NK,IL-12 + IL-18,NA,NK,LAP TGFb1,-0.79588,-0.95475
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,-0.70513
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D1,CD8T,PMA + Ionomycin,NA,CD8T,LAP TGFb1,-0.79588,-0.7409
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D2,MAIT,control,CD56neg,CD56- MAIT,LAP TGFb1,-0.79588,-0.37747
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,LAP TGFb1,-0.79588,-0.08037
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P01137,OID00480,D3,NK,control,NA,NK,LAP TGFb1,-0.79588,-0.56513
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,uPA,-1.54542,1.29307
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,NK,IL-12 + IL-18,NA,NK,uPA,-1.54542,-0.1179
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,uPA,-1.54542,0.22516
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,uPA,-1.54542,2.80739
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,MAIT,control,CD56pos,CD56+ MAIT,uPA,-1.54542,2.24743
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,uPA,-1.54542,1.66793
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,uPA,-1.54542,2.16707
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,CD8T,PMA + Ionomycin,NA,CD8T,uPA,-1.54542,0.5226
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,MAIT,control,CD56pos,CD56+ MAIT,uPA,-1.54542,1.31475
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,uPA,-1.54542,1.30522
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,uPA,-1.54542,1.64002
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,uPA,-1.54542,1.68739
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,NK,IL-12 + IL-18,NA,NK,uPA,-1.54542,-0.025
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,MAIT,control,CD56pos,CD56+ MAIT,uPA,-1.54542,1.19914
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,uPA,-1.54542,0.81994
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,NK,control,NA,NK,uPA,-1.54542,-0.99455
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,uPA,-1.54542,0.20926
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,MAIT,control,CD56neg,CD56- MAIT,uPA,-1.54542,0.67746
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,NK,control,NA,NK,uPA,-1.54542,-1.14286
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,MAIT,control,CD56neg,CD56- MAIT,uPA,-1.54542,2.44111
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,CD8T,PMA + Ionomycin,NA,CD8T,uPA,-1.54542,-0.79731
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,NK,IL-12 + IL-18,NA,NK,uPA,-1.54542,0.19835
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,uPA,-1.54542,0.25575
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D1,CD8T,PMA + Ionomycin,NA,CD8T,uPA,-1.54542,-1.22069
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D2,MAIT,control,CD56neg,CD56- MAIT,uPA,-1.54542,0.89855
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,uPA,-1.54542,1.61806
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P00749,OID00481,D3,NK,control,NA,NK,uPA,-1.54542,-1.21885
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P05231,OID00482,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-6,1.02768,0.64982
